,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Location
175680,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,938,Sunday,20,Other,FIDELIS WAY,"(42.34600287, -71.14387725)"
175681,3114,Investigate Property,INVESTIGATE PROPERTY,E13,610,Sunday,20,Part Three,PERKINS SQ,"(42.32158330, -71.11594502)"
175682,3115,Investigate Person,INVESTIGATE PERSON,B3,417,Sunday,19,Part Three,MORA ST,"(42.28208198, -71.07364875)"
175683,1402,Vandalism,VANDALISM,C6,220,Sunday,19,Part Two,ATLANTIC ST,"(42.33357602, -71.04623655)"
175684,3116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,A7,36,Sunday,19,Part Three,PRESCOTT ST,"(42.37525782, -71.02466343)"
175685,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,C11,235,Sunday,19,Part Three,MOSELEY ST,"(42.31972204, -71.05523096)"
175686,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,942,Sunday,19,Part Two,VALLAR RD,"(42.39269663, -71.00842413)"
175687,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,324,Sunday,19,Part Three,DACIA ST,"(42.31672089, -71.07677742)"
175688,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,280,Sunday,19,Part Three,WASHINGTON ST,"(42.32925905, -71.08482402)"
175689,3170,Other,INTIMIDATING WITNESS,A15,50,Sunday,18,Part Three,CRESCENT ST,"(42.38309417, -71.07964478)"
175690,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,94,Sunday,18,Part One,CLINTON ST,"(42.36067984, -71.05482325)"
175692,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,387,Sunday,18,Part Three,BUTLER ST,"(42.27194390, -71.06253785)"
175693,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,273,Sunday,17,Part One,LENOX ST,"(42.33672434, -71.08122724)"
175695,371,Robbery,ROBBERY - HOME INVASION,D4,273,Sunday,17,Part One,LENOX ST,"(42.33672434, -71.08122724)"
175696,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A7,27,Sunday,19,Part Two,PARIS ST,"(42.36990005, -71.04003478)"
175698,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,26,Sunday,18,Part Two,LONDON ST,"(42.37288209, -71.03946469)"
175699,2629,Harassment,HARASSMENT,E5,552,Sunday,18,Part Two,ETHEL ST,"(42.27789141, -71.13009161)"
175701,3410,Towed,TOWED MOTOR VEHICLE,D4,152,Sunday,16,Part Three,TREMONT ST,"(42.34372964, -71.07206985)"
175702,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,261,Sunday,18,Part One,DUDLEY ST,"(42.32046979, -71.07161950)"
175703,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,330,Sunday,17,Part Two,BLUE HILL AVE,"(42.30703587, -71.08410227)"
175704,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,E13,584,Sunday,18,Part Three,HEATH ST,"(42.32624204, -71.10317575)"
175706,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,271,Sunday,16,Part Two,HARRISON AVE,"(42.33455374, -71.07560801)"
175707,3125,Warrant Arrests,WARRANT ARREST,D4,271,Sunday,16,Part Three,HARRISON AVE,"(42.33455374, -71.07560801)"
175708,617,Larceny,LARCENY THEFT FROM BUILDING,D4,627,Sunday,16,Part One,BOYLSTON ST,"(42.34361340, -71.10130276)"
175709,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,C11,240,Sunday,16,Part Two,ANNABEL ST,"(42.31828902, -71.06265046)"
175711,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,429,Sunday,16,Part One,MORTON ST,"(42.28194827, -71.08742318)"
175712,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B3,429,Sunday,16,Part Two,MORTON ST,"(42.28194827, -71.08742318)"
175713,3207,Property Found,PROPERTY - FOUND,D14,778,Sunday,11,Part Three,MARKET ST,"(42.35126907, -71.15215623)"
175714,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,449,Sunday,16,Part Three,ASPINWALL RD,"(42.29125586, -71.07475092)"
175715,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,513,Sunday,15,Part Three,FAIRMOUNT AVE,"(42.25001483, -71.11563053)"
175716,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,553,Sunday,16,Part Three,WINDHAM RD,"(42.27041448, -71.12562863)"
175718,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,Sunday,16,Part Two,BLUE HILL AVE,"(42.28482577, -71.09137369)"
175719,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,803,Sunday,16,Part One,CAMBRIDGE ST,"(42.35409679, -71.13615774)"
175720,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,315,Sunday,15,Part Three,HUMBOLDT AVE,"(42.31460733, -71.08832450)"
175721,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,347,Sunday,14,Part One,EAST ST,"(42.30761110, -71.05970561)"
175725,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,112,Sunday,14,Part Two,WASHINGTON ST,"(42.35512339, -71.06087980)"
175726,613,Larceny,LARCENY SHOPLIFTING,A1,112,Sunday,14,Part One,WASHINGTON ST,"(42.35512339, -71.06087980)"
175727,3207,Property Found,PROPERTY - FOUND,C6,177,Sunday,14,Part Three,NEW SUDBURY ST,"(42.36183857, -71.05976489)"
175729,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,143,Sunday,14,Part Two,BOYLSTON ST,"(42.34932471, -71.08014801)"
175730,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,143,Sunday,14,Part Two,BOYLSTON ST,"(42.34932471, -71.08014801)"
175731,3115,Investigate Person,INVESTIGATE PERSON,C6,236,Sunday,14,Part Three,BOSTON ST,"(42.32077172, -71.06129990)"
175732,2629,Harassment,HARASSMENT,C6,214,Sunday,13,Part Two,W FOURTH ST,"(42.33553188, -71.04769502)"
175733,619,Larceny,LARCENY ALL OTHERS,D4,626,Sunday,1,Part One,QUEENSBERRY ST,"(42.34255587, -71.09807867)"
175734,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,359,Sunday,13,Part Three,PARK ST,"(42.29685211, -71.06702258)"
175735,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,331,Sunday,13,Part Three,SAYWARD ST,"(42.31397948, -71.06866580)"
175736,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,E18,540,Sunday,14,Part Three,CHARLES ST,"(42.25060071, -71.13254180)"
175737,1001,Counterfeiting,FORGERY / COUNTERFEITING,C11,358,Sunday,13,Part Two,GENEVA AVE,"(42.29848866, -71.06313294)"
175738,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,25,Sunday,13,Part Three,BROOKS ST,"(42.38259765, -71.03607989)"
175740,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,317,Sunday,13,Part Three,CRAWFORD ST,"(42.31254970, -71.08757081)"
175741,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,D4,623,Sunday,12,Part Two,COMMONWEALTH AVE,"(42.34880461, -71.09392554)"
175742,617,Larceny,LARCENY THEFT FROM BUILDING,B2,329,Sunday,13,Part One,MASSACHUSETTS AVE,"(42.33695500, -71.07747000)"
175743,3301,Verbal Disputes,VERBAL DISPUTE,C11,368,Sunday,11,Part Three,NEPONSET AVE,"(42.29383600, -71.05157448)"
175744,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,319,Sunday,2,Part Three,WAYNE ST,"(42.30724230, -71.08551704)"
175745,3201,Property Lost,PROPERTY - LOST,D4,130,Sunday,13,Part Three,BOYLSTON ST,"(42.34980175, -71.07840978)"
175746,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,337,Sunday,12,Part Two,COLUMBIA RD,"(42.30645148, -71.07730382)"
175747,2660,Other,OTHER OFFENSE,C11,337,Sunday,12,Part Two,COLUMBIA RD,"(42.30645148, -71.07730382)"
175748,3301,Verbal Disputes,VERBAL DISPUTE,C11,364,Sunday,11,Part Three,LESLIE ST,"(42.29514664, -71.05860832)"
175749,3301,Verbal Disputes,VERBAL DISPUTE,E13,577,Sunday,12,Part Three,BEETHOVEN ST,"(42.31572772, -71.09957024)"
175750,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,170,Sunday,11,Part Three,WASHINGTON ST,"(42.33744400, -71.07563631)"
175751,613,Larceny,LARCENY SHOPLIFTING,B2,239,Sunday,12,Part One,DUDLEY ST,"(42.31735472, -71.06582970)"
175752,3125,Warrant Arrests,WARRANT ARREST,B2,239,Sunday,12,Part Three,DUDLEY ST,"(42.31735472, -71.06582970)"
175753,3301,Verbal Disputes,VERBAL DISPUTE,B2,909,Sunday,11,Part Three,TREMONT ST,"(42.33467050, -71.08893400)"
175755,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,118,Sunday,1,Part Two,BOYLSTON ST,"(42.35241815, -71.06525499)"
175756,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D14,809,Sunday,11,Part Two,FRANKLIN ST,"(42.35914928, -71.13313603)"
175757,3410,Towed,TOWED MOTOR VEHICLE,E13,307,Sunday,10,Part Three,WALNUT PARK,"(42.31591905, -71.09691295)"
175760,3114,Investigate Property,INVESTIGATE PROPERTY,E18,489,Sunday,11,Part Three,TAUNTON AVE,"(42.26800328, -71.10778603)"
175761,3410,Towed,TOWED MOTOR VEHICLE,D4,149,Sunday,11,Part Three,YARMOUTH ST,"(42.34597864, -71.07671235)"
175764,3115,Investigate Person,INVESTIGATE PERSON,A15,58,Sunday,10,Part Three,DUNSTABLE ST,"(42.37685200, -71.06887255)"
175766,1402,Vandalism,VANDALISM,B2,329,Sunday,10,Part Two,STANWOOD ST,"(42.30870132, -71.07932755)"
175769,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,903,Sunday,10,Part Three,DITMUS CT,"(42.33700248, -71.08227581)"
175770,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,337,Sunday,10,Part Two,RICHFIELD ST,"(42.30751797, -71.07091042)"
175771,611,Larceny,LARCENY PICK-POCKET,D4,128,Sunday,10,Part One,STANHOPE ST,"(42.34824818, -71.07360419)"
175772,3301,Verbal Disputes,VERBAL DISPUTE,B3,449,Sunday,10,Part Three,ASPINWALL RD,"(42.29125586, -71.07475092)"
175773,3410,Towed,TOWED MOTOR VEHICLE,C11,366,Sunday,8,Part Three,MONSIGNOR PATRICK J. LYDO,"(42.28866198, -71.06130524)"
175774,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,294,Sunday,9,Part Three,SAINT JAMES ST,"(42.32703627, -71.08687838)"
175775,1402,Vandalism,VANDALISM,B3,481,Sunday,9,Part Two,CUMMINS HWY,"(42.26857609, -71.09574826)"
175776,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,B3,456,Sunday,8,Part Three,FOWLER ST,"(42.30085931, -71.08128808)"
175777,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,102,Sunday,8,Part One,TREMONT ST,"(42.35637531, -71.06213513)"
175778,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,102,Sunday,8,Part Two,TREMONT ST,"(42.35637531, -71.06213513)"
175779,801,Simple Assault,ASSAULT - SIMPLE,A1,102,Sunday,8,Part Two,TREMONT ST,"(42.35637531, -71.06213513)"
175780,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,102,Sunday,8,Part Two,TREMONT ST,"(42.35637531, -71.06213513)"
175781,3501,Missing Person Reported,MISSING PERSON,B2,281,Sunday,8,Part Three,GREENVILLE ST,"(42.32696802, -71.08051941)"
175782,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,Sunday,8,Part Three,GREENVILLE ST,"(42.32696802, -71.08051941)"
175783,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,164,Sunday,8,Part Two,HARRISON AVE,"(42.34254533, -71.06555908)"
175784,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,455,Sunday,7,Part Two,NORWELL ST,"(42.30132851, -71.07870873)"
175785,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,455,Sunday,7,Part Three,NORWELL ST,"(42.30132851, -71.07870873)"
175786,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,134,Sunday,7,Part Three,BOYLSTON ST,"(42.35009599, -71.07732110)"
175787,3501,Missing Person Reported,MISSING PERSON,D4,271,Sunday,8,Part Three,NORTHAMPTON ST,"(42.33523404, -71.07670603)"
175788,3502,Missing Person Located,MISSING PERSON - LOCATED,D4,271,Sunday,8,Part Three,NORTHAMPTON ST,"(42.33523404, -71.07670603)"
175789,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,468,Sunday,7,Part One,WALK HILL ST,"(42.27791465, -71.09452937)"
175790,3125,Warrant Arrests,WARRANT ARREST,B3,468,Sunday,7,Part Three,WALK HILL ST,"(42.27791465, -71.09452937)"
175791,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,19,Sunday,6,Part Three,SARATOGA ST,"(42.37784577, -71.03303551)"
175792,2629,Harassment,HARASSMENT,B3,418,Sunday,4,Part Two,CAPEN ST,"(42.28079417, -71.07882205)"
175793,3125,Warrant Arrests,WARRANT ARREST,A7,28,Sunday,5,Part Three,PARIS ST,"(42.37081805, -71.03929078)"
175794,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,28,Sunday,5,Part Two,PARIS ST,"(42.37081805, -71.03929078)"
175795,3410,Towed,TOWED MOTOR VEHICLE,E18,555,Sunday,7,Part Three,GREW AVE,"(42.27805125, -71.12367982)"
175796,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,555,Sunday,7,Part Three,GREW AVE,"(42.27805125, -71.12367982)"
175797,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,D14,768,Sunday,6,Part Three,N BEACON ST,"(42.35733055, -71.15356929)"
175798,3114,Investigate Property,INVESTIGATE PROPERTY,D4,594,Sunday,6,Part Three,MASSACHUSETTS AVE,"(42.34243945, -71.08445530)"
175799,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,486,Sunday,6,Part Three,RALSTON RD,"(42.26572445, -71.10313612)"
175800,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,456,Sunday,6,Part One,GREENWOOD ST,"(42.30175909, -71.07955160)"
175801,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,519,Sunday,6,Part Three,CENTRAL AVE,"(42.25863113, -71.12088961)"
175802,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,170,Sunday,6,Part One,HARRISON AVE,"(42.33500700, -71.07506700)"
175803,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,179,Sunday,2,Part One,MASSACHUSETTS AVE,"(42.33331285, -71.07322932)"
175805,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A7,28,Sunday,5,Part Three,PARIS ST,"(42.37081805, -71.03929078)"
175806,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,49,Sunday,4,Part One,SULLIVAN SQ,"(42.38409811, -71.07398964)"
175807,361,Robbery,ROBBERY - OTHER,A15,49,Sunday,4,Part One,SULLIVAN SQ,"(42.38409811, -71.07398964)"
175808,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,903,Sunday,2,Part Three,TROTTER CT,"(42.33596847, -71.08129856)"
175809,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,395,Sunday,4,Part Two,VAN WINKLE ST,"(42.28250165, -71.06363830)"
175810,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,901,Sunday,4,Part Two,TURQUOISE WAY,"(42.33426744, -71.09713457)"
175811,311,Robbery,ROBBERY - COMMERCIAL,E18,520,Sunday,4,Part One,HYDE PARK AVE,"(42.25843909, -71.12348834)"
175812,3115,Investigate Person,INVESTIGATE PERSON,D14,794,Sunday,4,Part Three,COMMONWEALTH AVE,"(42.35007201, -71.13202926)"
175813,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,619,Sunday,4,Part One,GAINSBOROUGH ST,"(42.34260007, -71.09003563)"
175815,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,774,Sunday,4,Part Two,SIDLAW RD,"(42.34008002, -71.15232713)"
175816,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,C6,233,Sunday,4,Part Three,E SEVENTH ST,"(42.33218904, -71.04143652)"
175817,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,185,Sunday,3,Part Three,NORFOLK AVE,"(42.32269854, -71.06699941)"
175818,3207,Property Found,PROPERTY - FOUND,C6,200,Sunday,4,Part Three,W BROADWAY,"(42.34128751, -71.05467933)"
175819,619,Larceny,LARCENY ALL OTHERS,A1,122,Sunday,2,Part One,TREMONT ST,"(42.34942864, -71.06536641)"
175820,801,Simple Assault,ASSAULT - SIMPLE,A1,122,Sunday,2,Part Two,TREMONT ST,"(42.34942864, -71.06536641)"
175821,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,122,Sunday,2,Part Two,TREMONT ST,"(42.34942864, -71.06536641)"
175822,2403,Disorderly Conduct,DISTURBING THE PEACE,A1,116,Sunday,2,Part Two,BEACH ST,"(42.35125902, -71.06009371)"
175823,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4,162,Sunday,3,Part Three,ALBANY ST,"(42.34402658, -71.06206392)"
175824,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,Sunday,3,Part Three,MATTAPAN,"(0.00000000, 0.00000000)"
175825,1402,Vandalism,VANDALISM,A7,17,Sunday,2,Part Two,SARATOGA ST,"(42.37950444, -71.02857705)"
175826,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,118,Sunday,2,Part One,STUART ST,"(42.35115433, -71.06547895)"
175827,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,118,Sunday,2,Part Two,STUART ST,"(42.35115433, -71.06547895)"
175828,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,D14,814,Sunday,2,Part Three,CAMBRIDGE ST,"(42.35868007, -71.12432266)"
175829,3115,Investigate Person,INVESTIGATE PERSON,D14,814,Sunday,2,Part Three,CAMBRIDGE ST,"(42.35868007, -71.12432266)"
175830,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,D14,814,Sunday,2,Part Three,CAMBRIDGE ST,"(42.35868007, -71.12432266)"
175831,3001,Medical Assistance,DEATH INVESTIGATION,D14,814,Sunday,2,Part Three,CAMBRIDGE ST,"(42.35868007, -71.12432266)"
175832,3301,Verbal Disputes,VERBAL DISPUTE,B2,258,Sunday,2,Part Three,MONADNOCK ST,"(42.31633855, -71.06879992)"
175833,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,Sunday,2,Part Three,EDGEWOOD ST,"(42.31845834, -71.08032338)"
175834,3114,Investigate Property,INVESTIGATE PROPERTY,B3,435,Sunday,0,Part Three,WHITMAN ST,"(42.28701738, -71.07706453)"
175835,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,254,Sunday,2,Part Three,AUCKLAND ST,"(42.30961623, -71.05694363)"
175836,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,226,Sunday,2,Part Two,E FOURTH ST,"(42.33471684, -71.03867801)"
175837,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,143,Sunday,2,Part Two,BOYLSTON ST,"(42.34862382, -71.08277637)"
175838,2610,Other,TRESPASSING,D4,143,Sunday,2,Part Two,BOYLSTON ST,"(42.34862382, -71.08277637)"
175839,2647,Other,THREATS TO DO BODILY HARM,D4,143,Sunday,2,Part Two,BOYLSTON ST,"(42.34862382, -71.08277637)"
175840,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,Sunday,2,Part One,BROWNING AVE,"(42.29415023, -71.08175047)"
175841,3111,License Violation,LICENSE PREMISE VIOLATION,C6,211,Sunday,1,Part Three,W BROADWAY,"(42.33836691, -71.05015046)"
175842,2405,Disorderly Conduct,DISORDERLY CONDUCT,C6,211,Sunday,1,Part Two,W BROADWAY,"(42.33836691, -71.05015046)"
175843,2647,Other,THREATS TO DO BODILY HARM,C6,211,Sunday,1,Part Two,W BROADWAY,"(42.33836691, -71.05015046)"
175844,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,796,Sunday,2,Part Three,CHESTER ST,"(42.35159398, -71.12865659)"
175845,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,54,Sunday,1,Part Two,WALKER ST,"(42.37954034, -71.06650071)"
175846,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,318,Sunday,2,Part Two,SEAVER ST,"(42.30878855, -71.09055618)"
175847,3115,Investigate Person,INVESTIGATE PERSON,A1,121,Sunday,2,Part Three,STUART ST,"(42.35106637, -71.06549569)"
175848,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,644,Sunday,1,Part Three,DUNSTER RD,"(42.31006809, -71.11805093)"
175849,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,823,Sunday,1,Part Two,DOWNER AVE,"(42.31115402, -71.05983754)"
175850,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,C11,823,Sunday,1,Part Three,DOWNER AVE,"(42.31115402, -71.05983754)"
175851,1402,Vandalism,VANDALISM,D4,618,Sunday,1,Part Two,HEMENWAY ST,"(42.34358318, -71.09000353)"
175852,3301,Verbal Disputes,VERBAL DISPUTE,D4,618,Sunday,1,Part Three,HEMENWAY ST,"(42.34358318, -71.09000353)"
175853,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,809,Sunday,1,Part Two,HOLTON ST,"(42.36007007, -71.13620886)"
175854,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,627,Sunday,1,Part One,BOYLSTON ST,"(42.34442266, -71.09833083)"
175855,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,121,Sunday,0,Part Three,STUART ST,"(42.35106637, -71.06549569)"
175856,3201,Property Lost,PROPERTY - LOST,C11,370,Sunday,1,Part Three,WILLIAM T MORRISSEY BLVD,"(42.29409262, -71.04728059)"
175857,3502,Missing Person Located,MISSING PERSON - LOCATED,E18,485,Sunday,1,Part Three,RIVER ST,"(42.26430493, -71.10061293)"
175858,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C6,914,Sunday,0,Part Three,HENRY STERLING SQ,"(42.32692215, -71.05447525)"
175859,3111,License Violation,LICENSE PREMISE VIOLATION,A1,109,Sunday,1,Part Three,FRANKLIN ST,"(42.35633324, -71.05440282)"
175860,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,109,Sunday,1,Part One,FRANKLIN ST,"(42.35633324, -71.05440282)"
175861,3410,Towed,TOWED MOTOR VEHICLE,B2,300,Sunday,1,Part Three,MARCELLA ST,"(42.32162821, -71.09460243)"
175862,2610,Other,TRESPASSING,A1,117,Sunday,1,Part Two,WASHINGTON ST,"(42.35213476, -71.06266757)"
175863,3111,License Violation,LICENSE PREMISE VIOLATION,C11,381,Sunday,1,Part Three,NEPONSET AVE,"(42.28678712, -71.04491730)"
175864,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,359,Sunday,0,Part Three,GREENBRIER ST,"(42.29598068, -71.07026670)"
175865,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,120,Sunday,1,Part Two,PARK PLZ,"(42.35162789, -71.06866410)"
175866,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,C6,193,Sunday,0,Part Three,DORCHESTER ST,"(42.33059431, -71.05483844)"
175867,3114,Investigate Property,INVESTIGATE PROPERTY,D14,806,Sunday,0,Part Three,WESTERN AVE,"(42.36223947, -71.14174147)"
175869,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,357,Sunday,0,Part Two,IOWA ST,"(42.30044415, -71.06768020)"
175870,3111,License Violation,LICENSE PREMISE VIOLATION,A1,117,Sunday,1,Part Three,STUART ST,"(42.35103105, -71.06373331)"
175871,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,111,Sunday,0,Part Three,WASHINGTON ST,"(42.35358129, -71.06236665)"
175872,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,109,Sunday,1,Part Three,FRANKLIN ST,"(42.35706352, -71.05308003)"
175873,3301,Verbal Disputes,VERBAL DISPUTE,D4,149,Sunday,0,Part Three,DARTMOUTH ST,"(42.34767067, -71.07620742)"
175875,3114,Investigate Property,INVESTIGATE PROPERTY,B3, ,Sunday,0,Part Three,EVELYN ST,"(0.00000000, 0.00000000)"
177633,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,437,Wednesday,0,Part Three,DARLINGTON ST,"(42.28927826, -71.07581493)"
240234,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,289,Wednesday,16,Part Two,TREMONT ST,"(42.33402461, -71.09039049)"
240235,3125,Warrant Arrests,WARRANT ARREST,B2,289,Wednesday,16,Part Three,TREMONT ST,"(42.33402461, -71.09039049)"
244500,3125,Warrant Arrests,WARRANT ARREST,D4,626,Wednesday,16,Part Three,PETERBOROUGH ST,"(42.34339388, -71.09849282)"
244501,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,D4,626,Wednesday,16,Part Two,PETERBOROUGH ST,"(42.34339388, -71.09849282)"
